tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"Paipa, Boyaca",Canocas,250.00  m2 m²,4,3,$949.900.000,3,1 a 8 años,,", Balcón, , Baño Auxiliar, , Baño Independiente, , Cerca de Zona Urbana, , Chimenea, , Closet, , Hall de Alcobas, , Parqueadero Visitantes, , Parques cercanos, , Piso en Baldosa /  Mármol, , Rio / Quebrada cercano(a), , Trans. Público cercano","BOYACÁ, PAIPA , VEREDA MIRABAL/ CASA EN VENTA / $950 MILLONES. Espectacular casa de 250 M2 de construcción, con lote de 1000 M2, la cuál  tiene 2 años de construida, acabados de lujo, ubicada a 4 cuadras de la laguna Sochagota, y a 10 minutos del casco urbano de Paipa. Cuenta con servicios públicos de agua y luz. Documentos al día.",,191734740,Camilo Hernandez,https://www.fincaraiz.com.co/casa-en-venta/191734740,,
Casa,venta,Usado,"Los rosales, Paipa, Boyaca","Centro, Sausalito, Los rosales",70.00  m2 m²,2,2,$275.000.000,2,1 a 8 años,,", Baño Independiente, , Closet, , Cocina Integral, , Garaje(s), , Parqueadero Visitantes, , Trans. Público cercano, , Zona de lavandería, , Zona Residencial, Descripción, ? Diseño funcional y versátil:",? Diseño funcional y versátil:,,191626086,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta/191626086,,
Casa,venta,Usado,"Fatima, Paipa, Boyaca","Fatima, San miguel, Las delicias",203.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$110.000.000,2,¡Pregúntale!,,,"Excelente oportunidad para inversión o construcción en Paipa, Boyacá. Este lote de 203 m² está ubicado en el barrio Fátima, a solo 3 minutos de la vía nacional con acceso totalmente pavimentado. Ideal para construcción de vivienda unifamiliar o edificio de hasta 4 pisos.",Código Fincaraíz:,192145547,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta/192145547,,
Casa,venta,Usado,"Paipa, Boyaca",Canocas,379.00  m2 m²,5,4,$1.200.000.000,4,16 a 30 años,,", Acceso Pavimentado, , Balcón, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Despensa, , Estudio, , Hall de Alcobas, , Terraza, , Vista panorámica, , Zona Campestre","PRIMER PISO: Sala, comedor con chimenea, cocina y patio de lavanderia, dos alcobas, un baño, dos terrazas, garaje doble, jardines en contorno y espacio para parqueo para seis vehiculos. Motobomba y tanques subterraneos de almacenamiento de agua de reserva.",,191670339,Commodity Asesorias S.A.S.,https://www.fincaraiz.com.co/casa-en-venta/191670339,,
Finca,venta,Usado,"Paipa, Boyaca",Cruz de murcia,1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$170.000.000,1,más de 30 años,,", Bósque nativo, , Establo, , Zona Campestre, Descripción, ?? ¡Finca ideal para cría de ganado o cultivo! ??",?? ¡Finca ideal para cría de ganado o cultivo! ??,,192126404,Remax Planet,https://www.fincaraiz.com.co/finca-en-venta/192126404,,
Casa,venta,Usado,"Paipa, Santander",El palmar,"5,000.00  m2 m²",3,1,$180.000.000,2,16 a 30 años,,", Área Rural, Descripción, ADMINISTRADORA AAVAL VENDE EXCELENTE  FINCA: CUENTA CON 2,5 HECTAREAS UBICADA EN EL MUNICIPIO DE PAIPA BOYACA,  TIENE UNA CASA PREFABRICADA TERMNADA CON TRES HABITACIONES, UN BAÑO, SALA-COMEDOR, COCINA SEMI-INTEGRAL Y DOS BALCONES. TERRENO INCLINADO UN 20% PASTO Y 80% BOSQUE NATIVO, CARRETERA HASTA LA FINCA A 15 KILOMETROS DEL CASCO URBANO. NO DISPONE DE GAS NATURAL. ESTÁ UBICADA A SOLO MEDIA HORA DEL CENTRO VACACIONAL COLSUBSIDIO., Código Fincaraíz:, 191780956, Consultar, Administradora Aaval Ltda, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","ADMINISTRADORA AAVAL VENDE EXCELENTE  FINCA: CUENTA CON 2,5 HECTAREAS UBICADA EN EL MUNICIPIO DE PAIPA BOYACA,  TIENE UNA CASA PREFABRICADA TERMNADA CON TRES HABITACIONES, UN BAÑO, SALA-COMEDOR, COCINA SEMI-INTEGRAL Y DOS BALCONES. TERRENO INCLINADO UN 20% PASTO Y 80% BOSQUE NATIVO, CARRETERA HASTA LA FINCA A 15 KILOMETROS DEL CASCO URBANO. NO DISPONE DE GAS NATURAL. ESTÁ UBICADA A SOLO MEDIA HORA DEL CENTRO VACACIONAL COLSUBSIDIO.",,191780956,Administradora Aaval Ltda,https://www.fincaraiz.com.co/lote-en-venta/191780956,,
Casa,venta,Usado,"Paipa, Boyaca","Gaitan, Libertadores",995.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$278.600.000,3,1 a 8 años,,", En conjunto cerrado, , Lote Vacio, , Servicios Públicos, , Sobre vía principal, , Vista panorámica, , Área Rural, Descripción, Gran oportunidad de inversión, lote de 995m2, en ubicación privilegiada. Conjunto Residencial Casas De Bachué en Paipa Boyacá, vista hacia los dos lagos, sobre vía principal, con servicios públicos, placas solares para iluminación interna del conjunto, agua del acueducto veredal, instalación de gas natural, excelentes vías de acceso, documentos al día.","Gran oportunidad de inversión, lote de 995m2, en ubicación privilegiada. Conjunto Residencial Casas De Bachué en Paipa Boyacá, vista hacia los dos lagos, sobre vía principal, con servicios públicos, placas solares para iluminación interna del conjunto, agua del acueducto veredal, instalación de gas natural, excelentes vías de acceso, documentos al día.",,192020994,OLGA LUCIA SALAMANCA,https://www.fincaraiz.com.co/lote-en-venta/192020994,,
Lote,venta,Usado,"Corinto, Paipa, Boyaca","Corinto, Cartagena, Libertadores",1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$555.200.000,3,más de 30 años,,,? ¡OPORTUNIDAD! Venta de Lotes Urbanos en Paipa – Barrio Corinto ?️?,,192121243,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta/192121243,,
Lote,venta,Usado,"Paipa, Boyaca","Fatima, Sausalito",309.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$130.000.000,2,¡Pregúntale!,,,"? Ubicación privilegiada: En el corazón de Paipa, con acceso a servicios y una excelente proyección de valorización.",,192145276,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta/192145276,,
Lote,venta,Usado,"Caños, Paipa, Boyaca",Caños,"13,582.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$375.000.000,2,¡Pregúntale!,,", Lote Vacio, , Vista panorámica, Descripción, Vereda Caños, Paipa-Boyacá","Vereda Caños, Paipa-Boyacá",,192130458,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192130458,,
Lote,venta,Usado,"Mirabal, Paipa, Boyaca",Mirabal,"3,947.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$300.000.000,1,¡Pregúntale!,,", Lote Vacio, , Vista panorámica, , Área Rural, Descripción, Vereda Mirabal, Paipa-Boyacá","Vereda Mirabal, Paipa-Boyacá",,192119933,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192119933,,
Lote,venta,Usado,"Paipa, Boyaca","Cruz de bonza, Romita",1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$241.000.000,1,16 a 30 años,,,? ¡Gran oportunidad de inversión! Lote en ubicación privilegiada ?,,192139368,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta/192139368,,
Finca,venta,Usado,"Paipa, Boyaca","Gaitan, Libertadores","1,000.00  m2 m²",2,1,$247.000.000,3,1 a 8 años,,,"SE VENDE HERMOSA FINCA DE 1.000 METROS EN PAIPA , EXCELENTE UBICACIÓN , UNA CABAÑA DE 35 METROS TIPO CHALET CON LINDO DISEÑO Q SE ALQUILA CONTINUAMENTE ,A 5 MINUTOS DEL PUEBLO , TIENE REGISTRO NACIONAL DE TURISMO, VIA PAVIMENTADA , LUZ , AGUA E INTERNET",,192057079,INMOBILIARIA BIENES Y SOLUCIONES CAMPESTRES M&N,https://www.fincaraiz.com.co/caba%C3%B1a-en-venta/192057079,,
Casa,venta,Usado,"Sausalito, Paipa, Boyaca","Sausalito, Fatima, Los rosales",1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$776.000.000,2,¡Pregúntale!,,,"? Ubicación estratégica en Sausalito, Paipa, una zona en crecimiento con proyectos de vivienda multifamiliar y conjuntos cerrados. Este lote de 1.195 m² ofrece un alto potencial constructivo y una excelente oportunidad para desarrolladores inmobiliarios.",,192286786,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta-en-sausalito-paipa/192286786,,
Casa,venta,Usado,"Paipa, Boyaca","Centro, Los rosales",520.00  m2 m²,4,4,$2.200.000.000,6,9 a 15 años,,", Chimenea, , Closet, , Piso en Alfombra, , Terraza, , Zona Campestre, Descripción, Casa en Paipa, lote de 2.424,  dos plantas con excelentes acabados, muy acogedora con varios ambientes, terraza, vista bellísima al lago Sochagota, cuatro alcobas, estudio, estar de alcobas, cocina abierta,  Jardines. Sector de alta valorización.   Gisela Peñaranda., Código Fincaraíz:, 191802680, Consultar, Redinmuebles, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Casa en Paipa, lote de 2.424,  dos plantas con excelentes acabados, muy acogedora con varios ambientes, terraza, vista bellísima al lago Sochagota, cuatro alcobas, estudio, estar de alcobas, cocina abierta,  Jardines. Sector de alta valorización.   Gisela Peñaranda.",,191802680,Redinmuebles,https://www.fincaraiz.com.co/casa-campestre-en-venta/191802680,,
Casa,venta,Usado,"Paipa, Boyaca",Romita,281.00  m2 m²,8,5,$750.000.000,2,9 a 15 años,,", Garaje(s), , Pozo de agua natural, , Zona Comercial, , Zona Industrial, , Zona Residencial, Descripción, ✨ Características:, ✅ Área construida: 281 m², ✅ Área total del lote: 3.650 m², ✅ Casa de 2 pisos con:",✨ Características:,,191626244,Remax Planet,https://www.fincaraiz.com.co/casa-en-venta/191626244,,
Casa,venta,Usado,"Cruz de bonza, Paipa, Boyaca",Cruz de bonza,182.00  m2 m²,5,3,$1.310.000.000,3,menor a 1 año,,", Calentador, , Chimenea, , Circuito cerrado de TV, , Cocina Integral, , Depósito / Bodega, , Garaje(s), , Piso en Baldosa /  Mármol, , Portería / Recepción, , Vigilancia, , Vista panorámica, , Zona Campestre, , Zona de lavandería",Vendo Casa Quinta ubicada a 8 KM doble calzada que une a Paipa con Duitama. Vía Batallón Silva Plazas. Condominio RESGUARDO DE BONZA. RECIEN REMODELADA. Cerramiento de postes y cerca viva. Excelente sistema seguridad. Caminos de acceso en piedra. Fuente de agua para riego. Capacidad para 24 carros. CABAÑA 1 PLANTA Y ALTILLO.- 1ER PISO Sala y comedor. Domo. Chimenea en piedra. Cocina integral abierta. Estufa a Gas Propano y Leña. 4 alcobas con closet. 2 Baños. Deposito. Closet lencería. Cuarto se.,,6807990,comercial@colomboinmobiliaria.com,https://www.fincaraiz.com.co/casa-lote-en-venta/6807990,,
Apartamento,venta,Usado,"Centro, Paipa, Boyaca","Centro, Libertadores, San felipe",100.00  m2 m²,2,1,$280.000.000,3,1 a 8 años,2 Habs.,,"Ubicado en una de las zonas más estratégicas de Paipa, este apartamento de 100 m² ofrece espacios bien distribuidos, una amplia terraza de uso exclusivo y una vista inigualable al Lago Sochagota. Su diseño funcional y su iluminación natural lo convierten en una excelente opción tanto para vivienda como para inversión.",,192286792,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-paipa/192286792,,
Casa,venta,Usado,"Paipa, Boyaca",San miguel,130.00  m2 m²,3,3,$285.000.000,3,9 a 15 años,,,"? Ubicación: Casa ubicada en Paipa, Boyacá, dentro de una manzana cerrada con parque interior, a solo 5 minutos del parque principal y con cercanía a comercio y vías principales.",,192283276,Remax Planet,https://www.fincaraiz.com.co/casa-en-venta-en-paipa/192283276,,
Lote,venta,Usado,"San miguel, Paipa, Boyaca",San miguel,647.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$480.000.000,3,¡Pregúntale!,,", Lote Vacio, , Área Urbana, Descripción, LOTE 647 M2 BARRIO SAN MIGUEL PAIPA-BOYACÁ",LOTE 647 M2 BARRIO SAN MIGUEL PAIPA-BOYACÁ,,192122535,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192122535,,
Lote,venta,Usado,"Volcan, Paipa, Boyaca",Volcan,"5,232.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$1.500.000.000,1,¡Pregúntale!,,", Cerca a sector comercial, , Industrial, , Lote Vacio, , Servicios Públicos, , Sobre vía principal, , Vista panorámica, , Área Rural, Descripción, EXCELENTE LOTE SOBRE LA DOBLE CALZADA TUNJA PAIPA FRENTE A LA TERMOELECTRICA DE PAIPA",EXCELENTE LOTE SOBRE LA DOBLE CALZADA TUNJA PAIPA FRENTE A LA TERMOELECTRICA DE PAIPA,,10050644,ENTORNO URBANO,https://www.fincaraiz.com.co/lote-en-venta/10050644,,
Apartamento,venta,Usado,"Fatima, Paipa, Boyaca",Fatima,55.00  m2 m²,2,2,$191.000.000,3,¡Pregúntale!,,", Balcón, , Baño Auxiliar, , Citófono, , Cocina Integral, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Supermercados / C.Comerciales, , Vista panorámica, , Vivienda Multifamiliar, , Zona de lavandería, , Zona Residencial, Descripción, ✨ PROYECTO APARTAMENTOS TORRE 8 COUNTRY BARRIO FATIMA, PAIPA-BOYACÁ✨",✨ PROYECTO APARTAMENTOS TORRE 8 COUNTRY BARRIO FATIMA,,192124479,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/apartamento-en-venta/192124479,,
Lote,venta,Usado,"Cruz de bonza, Paipa, Boyaca",Cruz de bonza,100.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$6.000.000.000,3,más de 30 años,,", Zonas Verdes, , Área Rural, Descripción, Luque Ospina y Compañia  ofrece para la venta Lote en Paipa vereda Cruz de Bonanza con un área de 125 hectáreas, con uso de Protección-conservación, protección-Producción, recuperación , pastoreo semi-intensivo, residencia campestre individual, residencia campestre agrupación, servicios (cafetería, baños, aseo)., Código Fincaraíz:, 10541482, Consultar, Luque Ospina & Cia SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Luque Ospina y Compañia  ofrece para la venta Lote en Paipa vereda Cruz de Bonanza con un área de 125 hectáreas, con uso de Protección-conservación, protección-Producción, recuperación , pastoreo semi-intensivo, residencia campestre individual, residencia campestre agrupación, servicios (cafetería, baños, aseo).",,10541482,Luque Ospina & Cia SAS,https://www.fincaraiz.com.co/lote-en-venta/10541482,,
Lote,venta,Usado,"Gaitan, Paipa, Boyaca","Gaitan, Libertadores","17,367.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$2.500.000.000,5,16 a 30 años,,,Lote de terreno con área once mil doscientos setenta y cinco metros cuadrados. Cerca al lago de Sochagota 90-4822,,191306357,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191306357,,
Lote,venta,Usado,"El rosal, Paipa, Boyaca",El rosal,257.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$150.000.000,2,16 a 30 años,,", Área Urbana, Descripción, ? Barrio Fátima, Paipa-Boyacá","? Barrio Fátima, Paipa-Boyacá",,192101468,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192101468,,
Casa,venta,Usado,"Villa panorama, Paipa, Boyaca",Villa panorama,231.00  m2 m²,7,4,$520.000.000,3,¡Pregúntale!,,", Balcón, , Baño Auxiliar, , Chimenea, , Cocina Integral, , Cuarto de servicio, , Garaje(s), , Instalación de gas, , Patio, , Piso en Baldosa /  Mármol, , Vivienda Bifamiliar, , Zona de lavandería, Descripción, Barrio Villa Panorama, Paipa-Boyacá","Barrio Villa Panorama, Paipa-Boyacá",,192120033,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/casa-en-venta/192120033,,
Apartamento,venta,Usado,"Centro, Paipa, Boyaca",Centro,92.00  m2 m²,3,2,$340.000.000,3,9 a 15 años,3 Habs.,,"Descubre este hermoso apartamento en Villa París, un exclusivo edificio residencial con todas las comodidades que necesitas para vivir con confort y seguridad. ??",Código Fincaraíz:,192286793,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-paipa/192286793,,
Casa,venta,Usado,"Paipa, Boyaca",La esperanza,126.00  m2 m²,4,2,$480.000.000,1,1 a 8 años,,,"Atos inmobiliaria te presenta una encantadora casa campestre en el municipio de Paipa, ubicada en la vereda La Esperanza, a pocos metros de las piscinas ITP. Este hermoso lote de 788 m² alberga una cabaña principal que consta de dos habitaciones, baño, sala comedor, cocina semi integral, patio de ropas, antejardín y jardín, además de una zona de parqueo. La segunda cabaña incluye dos habitaciones con baño privado, perfecta para alquiler en Airbnb, y ofrece la posibilidad de construir más cabañas o glamping.",Código Fincaraíz:,191272824,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-campestre-en-venta/191272824,,
,,Nuevo,,,,,,$,,,,,,,,,https://www.fincaraiz.com.co/lote-en-venta/192101419,,
Casa,venta,Usado,"Villa panorama, Paipa, Boyaca","Villa panorama, Cruz de murcia",1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$350.000.000,2,¡Pregúntale!,,,"Este terreno de 4.624 m² se encuentra en una ubicación estratégica sobre la vía principal que conduce al Pantano de Vargas, una zona de alto flujo vehicular y turístico. Su uso de suelo aprobado permite desarrollar proyectos de preservación ambiental, turismo, vivienda campestre y actividades agropecuarias, lo que lo convierte en una excelente oportunidad de inversión.",,192286787,Remax Planet,https://www.fincaraiz.com.co/lote-en-venta-en-villa-panorama-paipa/192286787,,
Casa,venta,Usado,"Los rosales, Paipa, Boyaca",Los rosales,135.00  m2 m²,3,3,$376.460.000,3,1 a 8 años,,", Acceso Pavimentado, , Asador, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , En conjunto cerrado, , Estudio, , Hall de Alcobas, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos","? Hermosas casas para estrenar en un exclusivo conjunto cerrado, diseñadas para ofrecerte el mejor ambiente familiar. Ubicadas a pocos minutos de los principales sitios de interés de Paipa.",,191626181,Remax Planet,https://www.fincaraiz.com.co/casa-en-venta/191626181,,
Casa,venta,Usado,"Los rosales, Paipa, Boyaca","Los rosales, Gaitan, Libertadores",176.00  m2 m²,3,1,$200.000.000,2,9 a 15 años,,,✨ Casa prefabricada en venta – Ubicación estratégica ✨,,191626163,Remax Planet,https://www.fincaraiz.com.co/casa-en-venta/191626163,,
Lote,venta,Usado,"San felipe, Paipa, Boyaca","San felipe, Pablo solano",0.50  m2 m²,¡Pregúntale!,¡Pregúntale!,$50.000.000,1,¡Pregúntale!,,", Lote Vacio, , Área Rural, Descripción, Barrio Pablo Solano, Paipa-Boyacá","Barrio Pablo Solano, Paipa-Boyacá",,192106244,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192106244,,
Lote,venta,Usado,"Los rosales, Paipa, Boyaca","Villa vianey, Los rosales",167.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$80.000.000,2,¡Pregúntale!,,", Lote Vacio, , Área Urbana, Descripción, Barrio Villa Vianey, Paipa-Boyacá","Barrio Villa Vianey, Paipa-Boyacá",,192103227,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192103227,,
Casa,venta,Usado,"Paipa, Boyaca",Centro,162.00  m2 m²,2,2,$690.000.000,3,9 a 15 años,2 Habs.,", Balcón, , Calentador, , Chimenea, , Closet, , Cocina Integral, , Instalación de gas, , Jardín, , Piso en Madera, Descripción, Tu próxima casa está ubicada en el hermoso municipio de Paipa, en la vereda Mirabal, que alberga los más distinguidos condominios y casas de campo, área construida 162 mts, cuenta con 2 habitaciones, espacios multifuncionales,  sala con chimenea, cuenta con  una cocina de espacio abierto en la conectaras con tus seres queridos, 2 baños, comedor abierto a la zona bbq, family room,  zona de lavandería, estudio, balcón con linda vista, 1 habitación con baño privado tina y terraza, cuenta con sistema de alarma interna y red de cámaras de seguridad en el conjunto, cuenta con 2 parqueaderos privados, cuenta con lindos jardines, extraordinaria vista, área total 262 mts, 2 hermosos jardines y una fantástica zona BBQ,  a pocos pasos estarás inmerso en senderos naturales, en los que podrás disfrutar del avistamiento de diferentes especies de  flora y fauna de la región. Se recibe permuta., Código Fincaraíz:, 10881602, Consultar, Irene Szajowicz, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Tu próxima casa está ubicada en el hermoso municipio de Paipa, en la vereda Mirabal, que alberga los más distinguidos condominios y casas de campo, área construida 162 mts, cuenta con 2 habitaciones, espacios multifuncionales,  sala con chimenea, cuenta con  una cocina de espacio abierto en la conectaras con tus seres queridos, 2 baños, comedor abierto a la zona bbq, family room,  zona de lavandería, estudio, balcón con linda vista, 1 habitación con baño privado tina y terraza, cuenta con sistema de alarma interna y red de cámaras de seguridad en el conjunto, cuenta con 2 parqueaderos privados, cuenta con lindos jardines, extraordinaria vista, área total 262 mts, 2 hermosos jardines y una fantástica zona BBQ,  a pocos pasos estarás inmerso en senderos naturales, en los que podrás disfrutar del avistamiento de diferentes especies de  flora y fauna de la región. Se recibe permuta.",,10881602,Irene Szajowicz,https://www.fincaraiz.com.co/casa-en-venta/10881602,,
Apartamento,venta,Usado,"Centro, Paipa, Boyaca","Centro, Sausalito, Los rosales",78.29  m2 m²,3,2,$260.000.000,3,¡Pregúntale!,,", Ascensor, , Balcón, , Baño Auxiliar, , Cocina Integral, , Duplex, , Instalación de gas, , Vista panorámica, Descripción, Barrio Sausalito, Edificio Torre San Mateo, Paipa-Boyacá","Barrio Sausalito, Edificio Torre San Mateo, Paipa-Boyacá",,192139122,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/apartamento-en-venta/192139122,,
Lote,venta,Usado,"San miguel, Paipa, Boyaca",San miguel,157.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$130.000.000,3,¡Pregúntale!,,", Lote Vacio, , Área Urbana, Descripción, Barrio San Miguel, Paipa-Boyacá","Barrio San Miguel, Paipa-Boyacá",,192119453,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192119453,,
Apartamento,venta,Usado,"Fatima, Paipa, Boyaca",Fatima,79.91  m2 m²,3,2,$264.000.000,3,menor a 1 año,,", Baño Auxiliar, , Cocina Integral, , Instalación de gas, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Vista panorámica, , Vivienda Multifamiliar, , Zona Campestre, , Zona de lavandería, , Zona Residencial, Descripción, Barrio Fátima, Edificio Carmen de Fátima, Paipa-Boyacá","Barrio Fátima, Edificio Carmen de Fátima, Paipa-Boyacá",,192105838,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/apartamento-en-venta/192105838,,
Apartamento,venta,Usado,"Villa panorama, Paipa, Boyaca",Villa panorama,82.00  m2 m²,2,2,$329.000.000,4,¡Pregúntale!,,", Alarma, , Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Chimenea, , Patio, , Terraza, , Trans. Público cercano, , Vigilancia, , Vista panorámica, , Vivienda Multifamiliar","Barrio Villa Panorama, Paipa-Boyacá",,192130616,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/apartamento-en-venta/192130616,,
Lote,venta,Usado,"San miguel, Paipa, Boyaca",San miguel,1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$374.000.000,3,16 a 30 años,,", Con Vivienda, , Servicios Públicos, , Área Urbana, Descripción, Barrio San Miguel, Paipa-Boyacá","Barrio San Miguel, Paipa-Boyacá",,192101294,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192101294,,
Casa,venta,Usado,"Los rosales, Paipa, Boyaca",Los rosales,135.00  m2 m²,3,3,$376.460.000,3,1 a 8 años,,", Acceso Pavimentado, , Asador, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , En conjunto cerrado, , Estudio, , Hall de Alcobas, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos",? La mejor calidad al mejor precio de la zona. Cada casa cumple con toda la normatividad de propiedad horizontal.,,191626178,Remax Planet,https://www.fincaraiz.com.co/casa-en-venta/191626178,,
Casa,venta,Usado,"Paipa, Boyaca",Cruz de bonza,369.00  m2 m²,4,5,$1.352.500.000,4,16 a 30 años,4 Habs.,", Asador, , Barra estilo americano, , Calentador, , Chimenea, , Cuarto de servicio, , Estudio, , Jardín, , Terraza, , Vista panorámica, Descripción, Se Vende CASA CAMPESTRE y DE HUESPED en BONZA PAIPA Diseno unico!!! CASA PRINCIPAL 1ER PISO Sala con chimenea Comedor Cocina Estudio Alcoba con bano Alcoba y Bano auxiliar con ducha Closets de linos 2DO PISO 2 alcobas con chimenea, vestier y bano privado, una con balcon y una con terraza. CASA DE HUESPEDES tiene banol costurero, terraza, garajes cuarto de servicio SE ACEPTAN FACILIDADES DE PAGO, Código Fincaraíz:, 192213376, Consultar, RENTAHOUSE COLOMBIA SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Se Vende CASA CAMPESTRE y DE HUESPED en BONZA PAIPA Diseno unico!!! CASA PRINCIPAL 1ER PISO Sala con chimenea Comedor Cocina Estudio Alcoba con bano Alcoba y Bano auxiliar con ducha Closets de linos 2DO PISO 2 alcobas con chimenea, vestier y bano privado, una con balcon y una con terraza. CASA DE HUESPEDES tiene banol costurero, terraza, garajes cuarto de servicio SE ACEPTAN FACILIDADES DE PAGO",,192213376,RENTAHOUSE COLOMBIA SAS,https://www.fincaraiz.com.co/casa-en-venta/192213376,,
Casa,venta,Usado,"Paipa, Boyaca",Canocas,520.00  m2 m²,3,4,$1.995.000.000,4,9 a 15 años,3 Habs.,", Amoblado, , Asador, , Balcón, , Barra estilo americano, , Calentador, , Canchas Deportivas, , Cuarto de servicio, , Estudio, , Gimnasio, , Jardín, , Sauna / Turco / Jacuzzi, , Vista panorámica","Se Vende Casa Campestre AMOBLADA en Paipa Boyaca Imagine despertar cada manana con una vista impresionante del lago Sochagota donde la paz y la naturaleza se entrelazan para ofrecerle una experiencia de vida inigualable. Es una casa de lujo que promete un espacio para florecer. La casa se encuentra en un entorno tranquilo y seguro, con rutas y senderos ecologicos rodeada de naturaleza y paz.",,192213620,RENTAHOUSE COLOMBIA SAS,https://www.fincaraiz.com.co/casa-en-venta/192213620,,
Casa,venta,Usado,"Paipa, Boyaca","Gaitan, Libertadores",100.00  m2 m²,3,2,$2.536.000.000,1,más de 30 años,,", Baño Auxiliar, , Bósque nativo, , Cerca de Zona Urbana, , Chimenea, , Cocina Equipada, , Jardín, , Vista panorámica, , Zona Campestre, , Zonas Verdes, , Árboles frutales, Descripción, Vendo espectacular finca de 108.000mts y casa de 3 habitaciones construida.",Vendo espectacular finca de 108.000mts y casa de 3 habitaciones construida.,,192254813,EXP COLOMBIA SAS,https://www.fincaraiz.com.co/finca-en-venta-en-paipa/192254813,,
Finca,venta,Usado,"Centro, Paipa, Boyaca","Centro, Libertadores, San felipe",23.00  m2 m²,¡Pregúntale!,1,$80.000.000,3,1 a 8 años,,,"Dos locales comerciales ubicados en el primer piso de un edificio residencial, con excelente visibilidad y acceso en una vía secundaria del barrio, ideal para negocios de comercio local. Su distribución y ubicación los convierten en una oportunidad atractiva para inversión o emprendimiento.",,192286789,Remax Planet,https://www.fincaraiz.com.co/local-en-venta-en-centro-paipa/192286789,,
